Type Id Name Set0 Set1 Set2 Set3 Rel0-1 Rel0-2 Rel0-3 Dif0-1 Dif0-2 Dif0-3
Parameter 190 _cFetchRef_ 1000 1000 1000 1000 0 0 0 0 0 0
Parameter 191 _fLutumRef_ 0.2 0.2 0.2 0.2 0 0 0 0 0 0
Parameter 192 _cSuspRef_ 0.5 0.5 0.5 0.5 0 0 0 0 0 0
Parameter 193 _kVegResus_ 0.01 0.01 0.01 0.01 0 0 0 0 0 0
Parameter 194 _kTurbFish_ 1 1 1 1 0 0 0 0 0 0
Parameter 195 _kResusPhytMax_ 0.25 0.25 0.25 0.25 0 0 0 0 0 0
Parameter 196 _cResusPhytExp_ -0.379 -0.379 -0.379 -0.379 0 0 0 0 0 0
Parameter 197 _cThetaMinW_ 1.07 1.07 1.07 1.07 0 0 0 0 0 0
Parameter 198 _kDMinDetW_ 0.01 0.01 0.01 0.01 0 0 0 0 0 0
Parameter 199 _hO2BOD_ 1 1 1 1 0 0 0 0 0 0
Parameter 200 _O2PerNO3_ 1.5 1.5 1.5 1.5 0 0 0 0 0 0
Parameter 201 _cThetaMinS_ 1.07 1.07 1.07 1.07 0 0 0 0 0 0
Parameter 202 _kDMinDetS_ 0.002 0.002 0.002 0.002 0 0 0 0 0 0
Parameter 203 _fRefrDetS_ 0.15 0.15 0.15 0.15 0 0 0 0 0 0
Parameter 204 _hNO3Denit_ 2 2 2 2 0 0 0 0 0 0
Parameter 205 _NO3PerC_ 0.8 0.8 0.8 0.8 0 0 0 0 0 0
Parameter 206 _kDMinHum_ 1e-005 1e-005 1e-005 1e-005 0 0 0 0 0 0
Parameter 207 _kNitrW_ 0.1 0.1 0.1 0.1 0 0 0 0 0 0
Parameter 208 _kNitrS_ 1 1 1 1 0 0 0 0 0 0
Parameter 209 _cThetaNitr_ 1.08 1.08 1.08 1.08 0 0 0 0 0 0
Parameter 210 _O2PerNH4_ 2 2 2 2 0 0 0 0 0 0
Parameter 211 _hO2Nitr_ 2 2 2 2 0 0 0 0 0 0
Parameter 212 _kPDifPO4_ 7.2e-005 7.2e-005 7.2e-005 7.2e-005 0 0 0 0 0 0
Parameter 213 _kNDifNO3_ 8.6e-005 8.6e-005 8.6e-005 8.6e-005 0 0 0 0 0 0
Parameter 214 _kNDifNH4_ 0.000112 0.000112 0.000112 0.000112 0 0 0 0 0 0
Parameter 215 _kO2Dif_ 2.6e-005 2.6e-005 2.6e-005 2.6e-005 0 0 0 0 0 0
Parameter 216 _cThetaDif_ 1.02 1.02 1.02 1.02 0 0 0 0 0 0
Parameter 217 _fDepthDifS_ 0.5 0.5 0.5 0.5 0 0 0 0 0 0
Parameter 218 _cTurbDifNut_ 5 5 5 5 0 0 0 0 0 0
Parameter 219 _cTurbDifO2_ 5 5 5 5 0 0 0 0 0 0
Parameter 220 _kPSorp_ 0.05 0.05 0.05 0.05 0 0 0 0 0 0
Parameter 221 _cRelPAdsD_ 3e-005 3e-005 3e-005 3e-005 0 0 0 0 0 0
Parameter 222 _cRelPAdsFe_ 0.065 0.065 0.065 0.065 0 0 0 0 0 0
Parameter 223 _cRelPAdsAl_ 0.134 0.134 0.134 0.134 0 0 0 0 0 0
Parameter 224 _cKPAdsOx_ 0.6 0.6 0.6 0.6 0 0 0 0 0 0
Parameter 225 _fRedMax_ 0.9 0.9 0.9 0.9 0 0 0 0 0 0
Parameter 226 _coPO4Max_ 1 1 1 1 0 0 0 0 0 0
Parameter 227 _kPChemPO4_ 0.03 0.03 0.03 0.03 0 0 0 0 0 0
Parameter 228 _cDayManVeg1_ -9.999e+006 -9.999e+006 -9.999e+006 -9.999e+006 0 0 0 0 0 0
Parameter 229 _cDayManVeg2_ -9.999e+006 -9.999e+006 -9.999e+006 -9.999e+006 0 0 0 0 0 0
Parameter 230 _fManVeg_ 0 0 0 0 0 0 0 0 0 0
Parameter 231 _cLengMan_ 10 10 10 10 0 0 0 0 0 0
Parameter 232 _cYearStartBirds_ 0 0 0 0 0 0 0 0 0 0
Parameter 233 _cDayStartBirds_ 46 46 46 46 0 0 0 0 0 0
